title,researcher,institution,start_date,project_url
高齢者等のバイタル情報や環境情報を取得し、会話機能により活動意欲を高め、ADLの維持向上を実現する見守り・コミュニケーションロボットの研究開発,品田 英俊,CYBERDYNE株式会社,2018-08-29 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00036.html
高齢者等を対象としたコミュニケーションロボットの対話機能に関する研究開発,鷹野 裕,ヴイストン株式会社,2018-08-29 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00036.html
スマート介護プラットフォーム（Smart Care Operating Platform～SCOP～）の開発,松村 昌哉,社会福祉法人善光会,2018-08-29 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00036.html
センサー・コミュニケーションロボットで収集・蓄積した在宅高齢者の24時間の生活エビデンス活用による、見守りと自立化支援の介護業務支援プラットフォームの開発,原 裕三,株式会社グッドツリー,2018-08-29 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00036.html
介護記録・センサー／ロボットのパッケージ化による介護業務支援システムに関する研究開発,山岡 勝,パナソニック株式会社,2018-08-29 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00036.html
ロボット介護機器開発・標準化のための安全評価基準、効果性能基準、実証試験基準策定、開発補助事業支援、国際標準化および国際事業展開に関する研究開発,中坊 嘉宏,国立研究開発法人産業技術総合研究所,2018-08-29 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00037.html
多彩な解析情報を得る機能的NMRの生組織への展開と生体の所望部位を可視化するMRIの開発,佐々木 進 新潟大学,新潟大学 医歯学系腎・膠原病内科,2018-08-09 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00008.html
モチベーション喚起型血糖コントロール指標測定デバイスの研究開発,関水 康伸 (株)PROVIGATE,東京大学医学部附属病院 神戸大学,2018-08-09 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00008.html
ハイドロゲルを基材とする頭蓋内有機物電極の開発,西澤 松彦 東北大学,東北大学病院,2018-08-09 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00008.html
低磁場核偏極による生体分子の超高感度センシング技術の開発,松元 慎吾 北海道大学,東京大学 大学院 医学系研究科,2018-08-09 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00008.html
送受相補型圧電MEMSによる検診用超高感度超音波プローブの開発,吉村 武 大阪府立大学,国立病院機構名古屋医療センター 東京大学,2018-08-09 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00008.html
虚血性心疾患のプライマリヘルスケアに対応するウェアラブル心電計診断システムの開発,篠田 正博,株式会社日本医療機器開発機構,2018-07-25 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00038.html
マラリア原虫感染者発見率向上のための種特異的超高感度遺伝子検査システム開発研究,森 安義,栄研化学株式会社,2018-07-25 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00038.html
耐久性と信頼性を追求した超小型な磁気浮上型遠心式小児用人工心臓の研究開発,長　真啓,茨城大学 工学部 株式会社国際電気通信基礎 技術研究所 脳情報通信総合研究所,2018-07-13 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00029.html
手術の完全自動録画を実現するマルチカメラ搭載型無影灯の研究開発,梶田 大樹,慶應義塾大学 医学部,2018-07-13 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00029.html
血圧変動をターゲットにした自律的経神経血圧制御デバイスの開発,朔　啓太,九州大学 循環器病未来医療研究センター,2018-07-13 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00029.html
歯周組織の構造・機能を包括的に再生する次世代バイオインプラントシステムの開発,大島 正充,徳島大学 大学院医歯薬学研究部,2018-07-13 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00029.html
ロボット介護機器の科学的効果検証研究,副院長、認知症疾患医療センター長 松井 敏史,医療法人社団大和会 大内病院,2018-07-09 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00025.html
ロボット介護機器の効果検証のための標準的プロトコルの策定を目指す実証研究,健康長寿支援ロボットセンター長 近藤 和泉,国立研究開発法人 国立長寿医療研究センター,2018-07-09 00:00:00,https://www.amed.go.jp/koubo/02/01/0201C_00025.html
アンチセンス医薬品の品質及び安全性評価に関する研究,井上　貴雄,国立医薬品食品衛生研究所 遺伝子医薬部 第2室,2018-06-22 00:00:00,https://www.amed.go.jp/koubo/06/02/0602C_00002.html
次世代型中分子ペプチド医薬品の品質及び安全性確保のための規制要件に関する研究,出水　庸介,国立医薬品食品衛生研究所 有機化学部,2018-06-22 00:00:00,https://www.amed.go.jp/koubo/06/02/0602C_00002.html
Patient-derived xenograft（PDX）モデルの利活用に向けた課題整理に関する調査研究,古賀　宣勝,国立がん研究センター 先端医療開発センター 実験動物管理室,2018-06-22 00:00:00,https://www.amed.go.jp/koubo/06/02/0602C_00002.html
神経障害性疼痛治療薬の臨床評価ガイドラインの策定に関する研究,竹下　克志,自治医科大学 整形外科,2018-06-22 00:00:00,https://www.amed.go.jp/koubo/06/02/0602C_00002.html
医薬品の開発における、品目横断的な臨床試験データ解析及び疾患レジストリデータ解析の活用に関する研究,安藤　友紀,独立行政法人医薬品医療機器総合機構 　新薬審査第一部/次世代評価手法推進部,2018-06-22 00:00:00,https://www.amed.go.jp/koubo/06/02/0602C_00002.html
アカデミアによる医療情報データベース研究におけるMID-NET利活用に関する研究,山中　竹春,横浜市立大学大学院 医学研究科,2018-06-22 00:00:00,https://www.amed.go.jp/koubo/06/02/0602C_00002.html
医薬品・医療機器・再生医療等製品等に係るレギュラトリーサイエンスに関する研究（若手育成枠）,高山　和雄,大阪大学大学院 薬学研究科,2018-06-22 00:00:00,https://www.amed.go.jp/koubo/06/02/0602C_00002.html
医薬品・医療機器・再生医療等製品等に係るレギュラトリーサイエンスに関する研究（若手育成枠）,辻野　博文,大阪大学 薬学研究科,2018-06-22 00:00:00,https://www.amed.go.jp/koubo/06/02/0602C_00002.html
医薬品・医療機器・再生医療等製品等に係るレギュラトリーサイエンスに関する研究（若手育成枠）,林　光博,国立がん研究センター 研究所 分子薬理研究分野,2018-06-22 00:00:00,https://www.amed.go.jp/koubo/06/02/0602C_00002.html
医薬品・医療機器・再生医療等製品等に係るレギュラトリーサイエンスに関する研究（若手育成枠）,長野　一也,大阪大学 薬学研究科,2018-06-22 00:00:00,https://www.amed.go.jp/koubo/06/02/0602C_00002.html
村上 和弘,,金沢大学,2018-06-20 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00017.html
近藤 泰介,,慶應義塾大学,2018-06-20 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00017.html
曽宮 正晴,,大阪大学,2018-06-20 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00017.html
小林 栄治,,富山大学,2018-06-20 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00017.html
大内 靖夫,,千葉大学,2018-06-20 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00017.html
末永 雄介,,千葉県がんセンター,2018-06-20 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00017.html
Tom Mitchell,,University of Cambridge,2018-06-20 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00017.html
Mike Pacold,,New York University Langone Medical Center,2018-06-20 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00017.html
Edmond Young,,University of Toronto,2018-06-20 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00017.html
Martin Miller,,University of Cambridge,2018-06-20 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00017.html
Han Wei Hou,,Nanyang Technological University,2018-06-20 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00017.html
Hongliang Ren,,National University of Singapore,2018-06-20 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00017.html
Pingzhao Hu,,University of Manitoba,2018-06-20 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00017.html
Anna Junker,,European Institute for Molecular Imaging,2018-06-20 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00017.html
Jamie Blundell,,University of Cambridge,2018-06-20 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00017.html
Siew-Kee Low,,公益財団法人がん研究会,2018-06-20 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00017.html
Samuel Ken-En Gan,,A*STAR,2018-06-20 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00017.html
Anqi Ma,,Icahn School of Medicine at Mount Sinai,2018-06-20 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00017.html
笠井 淳司,,大阪大学,2018-06-20 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00017.html
坂本 雅行,,東京大学,2018-06-20 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00017.html
田上 隆,,日本医科大学,2018-06-20 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00017.html
毛内 拡,,お茶の水女子大学,2018-06-20 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00017.html
Eric Oermann,,Mount Sinai Health System,2018-06-20 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00017.html
Wei Gao,,California Institute of Technology,2018-06-20 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00017.html
Daniel Messerschmidt,,Institute of Molecular and Cell Biology,2018-06-20 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00017.html
David Gutman,,Emory university,2018-06-20 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00017.html
Friedemann Reinhard,,TU Munich,2018-06-20 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00017.html
Marietta Zille,,Fraunhofer Research Institution,2018-06-20 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00017.html
Susanne Koch,,Ludwig Maximilians Universitat,2018-06-20 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00017.html
Zilu Liang,,東京大学,2018-06-20 00:00:00,https://www.amed.go.jp/koubo/03/01/0301C_00017.html
周産期メンタルヘルスの改善に向けた予防的治療介入法の開発―産婦自殺・母子心中をゼロにする地域母子保健システム及びハイリスク者の早期発見・早期介入システムの確立―,立花　良之,国立成育医療研究センター,2018-05-02 00:00:00,https://www.amed.go.jp/koubo/04/02/0402C_00199.html
シート型ワイヤレス子宮筋電センサを用いた、早産および常位胎盤早期剥離の早期・鑑別診断法の開発　～新生児脳障害の減少を目指して～,木村　正,大阪大学,2018-05-02 00:00:00,https://www.amed.go.jp/koubo/04/02/0402C_00199.html
モザイク型21トリソミーの発症機序の解明,松浦　伸也,広島大学,2018-05-02 00:00:00,https://www.amed.go.jp/koubo/04/02/0402C_00199.html
思春期健診およびモバイルテクノロジーによる思春期のヘルスプロモーション,永光　信一郎,久留米大学,2018-05-02 00:00:00,https://www.amed.go.jp/koubo/04/02/0402C_00199.html
胎児期から高齢期まで生涯の健康を考慮した母子保健領域疾患の疾病負荷と効果的介入方法についての俯瞰研究,岸　玲子,北海道大学,2018-05-02 00:00:00,https://www.amed.go.jp/koubo/04/02/0402C_00199.html
就労女性のライフコースにおける女性特有の健康問題についての疫学研究,林　邦彦,群馬大学,2018-05-02 00:00:00,https://www.amed.go.jp/koubo/04/02/0402C_00199.html
多面的アプローチによる子宮内膜症・子宮腺筋症の病態解明、および予防・治療法の開発,大須賀　穣,東京大学,2018-05-02 00:00:00,https://www.amed.go.jp/koubo/04/02/0402C_00199.html
概日時計の乱れが誘発する若年女性の生殖機能障害の実態とその機序の解析―朝食欠食とダイエットに着目して―,藤原　浩,金沢大学,2018-05-02 00:00:00,https://www.amed.go.jp/koubo/04/02/0402C_00199.html
性差をみとめる運動器疾患の病態の解明とそれに基づく診断・治療・予防戦略の開発,田中　栄,東京大学,2018-05-02 00:00:00,https://www.amed.go.jp/koubo/04/02/0402C_00199.html
個体レベルのエネルギー代謝とその異常に基づく疾患における性差の解明,田中　廣壽,東京大学,2018-05-02 00:00:00,https://www.amed.go.jp/koubo/04/02/0402C_00199.html
自家iPS細胞由来血小板製剤の安全性有効性検証臨床研究,江藤　浩之,京都大学　iPS細胞研究所,2018-04-27 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00001.html
進行性の子宮頸癌に対する腫瘍浸潤Tリンパ球輸注療法,河上　裕,慶應義塾大学　医学部,2018-04-27 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00001.html
重症心筋症に対するヒトiPS細胞由来心筋細胞シート移植による治療法の開発,澤　芳樹,大阪大学大学院医学系研究科,2018-04-27 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00001.html
低酸素性虚血性脳症に対する自己臍帯血幹細胞治療に関する研究,新宅　治夫,大阪市立大学大学院医学研究科,2018-04-27 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00001.html
iPS細胞由来網膜色素上皮（RPE）を用いた網膜変性疾患に対する臨床研究,髙橋　政代,神戸市立神戸アイセンター病院　研究センター,2018-04-27 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00001.html
先天性食道閉鎖症術後の小児を対象とした自己上皮細胞シ－トによる再生治療のFIH臨床研究,渕本　康史,国際医療福祉大学　医学部,2018-04-27 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00001.html
重症下肢虚血に対する脱分化脂肪細胞(DFAT)を用いた細胞治療の実用化,松本　太郎,日本大学　医学部,2018-04-27 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00001.html
自家腸上皮幹細胞移植による炎症性腸疾患の粘膜再生治療に関する研究,渡辺　守,東京医科歯科大学大学院医歯学総合研究科,2018-04-27 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00001.html
同種歯根膜由来間葉系幹細胞シートによる歯周組織の再建,岩田　隆紀,東京女子医科大学　医学部,2018-04-27 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00001.html
磁気ターゲティングによる関節軟骨再生の実用化に関する研究,亀井　直輔,広島大学病院,2018-04-27 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00001.html
自家滑膜幹細胞の半月板損傷を対象とする医師主導治験,関矢　一郎,東京医科歯科大学　再生医療研究センター,2018-04-27 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00001.html
パーキンソン病に対するヒトiPS細胞由来ドパミン神経前駆細胞の細胞移植による安全性及び有効性を検討する臨床試験（治験）に関する研究,高橋　淳,京都大学　iPS細胞研究所,2018-04-27 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00001.html
脳梗塞急性期患者を対象とした自家BMSC脳内投与による再生治療の第1相試験（RAINBOW研究）,寳金　清博,北海道大学病院,2018-04-27 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00001.html
自己脂肪組織幹細胞及び多血小板血漿を用いた歯周組織再生医療技術の妥当性及び提供方法の検討,飛田　護邦,順天堂大学　医学部,2018-04-27 00:00:00,https://www.amed.go.jp/koubo/01/02/0102C_00001.html
がん医療推進のための日本人がん患者由来PDXライブラリー整備事業,,株式会社LSIメディエンス,2018-04-13 00:00:00,https://www.amed.go.jp/koubo/07/saitaku_00013.html
創薬ライブラリーの共同管理・運用及び産官学連携によるその相互利用推進,,株式会社CACクロア,2018-04-13 00:00:00,https://www.amed.go.jp/koubo/07/saitaku_00013.html
手足口病VLPワクチンの開発,,一般財団法人阪大微生物病研究会,2018-04-13 00:00:00,https://www.amed.go.jp/koubo/07/saitaku_00013.html
新規の核酸合成とデリバリー技術を用いた核酸創薬研究,,株式会社カン研究所,2018-04-13 00:00:00,https://www.amed.go.jp/koubo/07/saitaku_00013.html
ゲノム編集により作製した疾患iPS心筋細胞を用いた肥大型心筋症治療薬の開発,,武田薬品工業株式会社,2018-04-13 00:00:00,https://www.amed.go.jp/koubo/07/saitaku_00013.html
オピオイドδ受容体活性化を機序とする画期的情動調節薬の開発,,日本ケミファ株式会社,2018-04-13 00:00:00,https://www.amed.go.jp/koubo/07/saitaku_00013.html
タンパク質構造解析のハイスループット化へ向けた装置開発,,日本電子株式会社,2018-04-13 00:00:00,https://www.amed.go.jp/koubo/07/saitaku_00013.html
セラノスティクス概念を具現化するための創薬拠点整備を伴う、抗体等標識治療薬（アルファ線）とコンパニオン診断薬の開発,,日本メジフィジックス株式会社,2018-04-13 00:00:00,https://www.amed.go.jp/koubo/07/saitaku_00013.html
サイトメガロウイルス（CMV）特異的完全ヒト型モノクローナル抗体の臨床POC確立,,ノーベルファーマ株式会社,2018-04-13 00:00:00,https://www.amed.go.jp/koubo/07/saitaku_00013.html
クローン病を対象とした産学連携による本邦発バイオ医薬品と新規薬効予測マーカーの開発,,EAファーマ株式会社,2018-04-13 00:00:00,https://www.amed.go.jp/koubo/07/saitaku_00013.html
機能的抗体誘導HIVワクチン開発に関する研究,俣野　哲朗,国立感染症研究所エイズ研究センター,2018-04-09 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00192.html
真のリザーバーの同定と排除を目指した研究,鈴　伸也,国立大学法人熊本大学エイズ学研究センター,2018-04-09 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00192.html
HIV感染症治癒に向けての免疫病態の解明と改善に関する研究,立川　愛,国立感染症研究所エイズ研究センター,2018-04-09 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00192.html
HIV 感染制御の網羅的解析による潜伏機序の解明とその治癒戦略策定,小柳　義夫,国立大学法人京都大学ウイルス・再生医科学研究所,2018-04-09 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00192.html
HIV Cureを目指した新規作用機序を有する抗HIV薬開発研究,前田　賢次,国立研究開発法人国立国際医療研究センター研究所・難治性ウイルス感染症研究部・レトロウイルス感染症研究室,2018-04-09 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00192.html
ART早期化と長期化に伴う日和見感染症への対処に関する研究,照屋　勝治,国立研究開発法人国立国際医療研究センターエイズ治療・研究開発センター,2018-04-09 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00192.html
HIV関連病態としての血友病の根治を目指した次世代治療法・診断法の創出,大森　司,学校法人自治医科大学医学部　生化学講座　病態生化学部門,2018-04-09 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00192.html
新たなHIV細胞間伝播法に関する研究,野依　修,国立大学法人熊本大学エイズ学研究センター,2018-04-09 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00192.html
自然免疫、内因性免疫、獲得免疫の相乗・相反効果による抗HIV-1免疫応答原理の解明,佐藤　佳,国立大学法人京都大学ウイルス・再生医科学研究所,2018-04-09 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00192.html
ウイルス感染伝播の時空間的解析法の開発,宮川　敬,公立大学法人横浜市立大学大学院医学研究科・微生物学,2018-04-09 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00192.html
Naive T細胞から高機能を有したHIV-1 特異的T細胞の誘導法の開発,久世　望,国立大学法人熊本大学エイズ学研究センター,2018-04-09 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00192.html
予防・治療を目的としたHIV中和抗体誘導の基礎となる特異的B細胞応答の解析,山本　浩之,国立感染症研究所エイズ研究センター,2018-04-09 00:00:00,https://www.amed.go.jp/koubo/01/06/0106C_00192.html
国内がんゲノム医療の均てん化に資するゲノム病理情報の学習と検証,石川　俊平,東京医科歯科大学,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
骨髄異形成症候群の最適医療に有用な転写ネットワークバイオマーカーの同定と臨床的有用性の検証,岩間　厚志,東京大学,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
全ゲノムクリニカルシークエンスを志向したAYA世代がん胚細胞系列ゲノム構造変化の解析,河野　隆志,国立がん研究センター,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
TERT関連バイオマーカーによる疾患横断的（バスケット型）診断法の確立に関する研究,増富　健吉,国立がん研究センター,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
防御シールドを形成し、免疫監視を回避するがん微小環境の理解と医療シーズへの展開,木田　泰之,産業技術総合研究所,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
細胞外miRNAとCMTM6 - PD-L1ネットワークを標的とした革新的肉腫核酸治療の構築,土屋　直人,国立がん研究センター,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
腫瘍血管・がん微小環境のネットワークの解明と新規血管新生阻害療法の開発,樋田　京子,北海道大学,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
がん微小環境を標的にした革新的治療法創出のための新しい1細胞機能解析プロファイリングシステムの開発,安永　正浩,国立がん研究センター,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
低線量CTによる肺がん検診の実用化を目指した無作為化比較試験研究,佐川　元保,東北医科薬科大学,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
難治性リンパ腫に対するMALT1阻害剤の開発,小川　誠司,京都大学,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
アンメットメディカルニーズへの迅速対応を可能にする遺伝子治療法に関する研究,間世田　英明,産業技術総合研究所,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
未来のがん診療に資する革新的技術を導入したバイオマーカー測定の有用性を評価する大規模前向き観察研究,松本　慎吾,国立がん研究センター,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
T細胞レセプター疑似抗体及びGITR細胞内ドメインを利用した革新的CAR-T細胞輸注療法の開発,宮原　慶裕,三重大学,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
EPHB4受容体陽性悪性軟部腫瘍を標的とした非ウイルス遺伝子改変キメラ抗原受容体T細胞療法の非臨床試験,柳生　茂希,京都府立医科大学,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
アルファ線放出核種内用療法による難治がん治療薬の開発,鷲山　幸信,福島県立医科大学,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
独自開発の革新的な増殖抑制型アデノウイルスの肉腫への承認申請を目指した医師主導治験,小戝　健一郎,鹿児島大学,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
革新的抗がんウイルス療法の実用化臨床研究,藤堂　具紀,東京大学,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
悪性胸膜中皮腫に対するAdSOCS3を用いた新規遺伝子治療の医師主導治験に関する研究,仲　哲治,高知大学,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
慢性骨髄性白血病におけるチロシンキナーゼ阻害剤との長期併用時のTM5614の安全性・有効性を検討する第II相試験,張替　秀郎,東北大学,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
難治急性リンパ性白血病に対するボルテゾミブ追加多剤併用療法の医師主導第Ⅱ相治験,小川　千登世,国立がん研究センター,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
切除不能局所進行食道扁平癌を対象とした化学放射線療法後の逐次治療としての抗PD-L1抗体薬療法の安全性・有効性・proof-of-concept（POC）を検討する多施設共同臨床第Ib/Ⅱ相試験,小島　隆嗣,国立がん研究センター,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
難治性神経芽腫に対する分化誘導療法併用下でのエピジェネティック治療開発,原　純一,大阪市立総合医療センター,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
固形がん患者を対象としたがん会合性マクロファージ制御剤Disulfiramと抗PD-1抗体の併用医師主導第I相臨床試験,松島　綱治,東京理科大学,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
RET肺がんに対するアレクチニブの医師主導治験と耐性機構解析,矢野　聖二,金沢大学,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
小細胞肺がんの新規診断マーカーの確立と実用化,村上　善則,東京大学,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
革新的がんバイオマーカーラミニンγ2単鎖測定による高悪性度膵がん診断の実用化研究,山下　太郎,金沢大学,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
前立腺がん治療の最適化に向けた革新的なPET画像診断システムの構築,中本　裕士,京都大学,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
次世代Dynamic Wave Arc照射法の開発と長期有効性・安全性の評価,溝脇　尚志,京都大学,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
局所進行食道癌に対する新しい術前治療を確立する研究,加藤　健,国立がん研究センター,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
非浸潤性乳管癌（DCIS）に対する有効かつ安全な患者QOLの向上をめざした手術省略による新たな標準治療開発のための多施設共同臨床試験,神林　智寿子,新潟県立がんセンター,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
臨床病期Ⅰ/Ⅱ/Ⅲ食道癌（T4を除く）に対する胸腔鏡下手術と開胸手術のランダム化比較第Ⅲ相試験,北川　雄光,慶應義塾大学,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
切除不能局所進行食道癌に対する標準治療確立のための研究,大幸　宏幸,国立がん研究センター,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
早期転移発見による予後の向上を目指した乳がん術後の新たな標準的フォローアップ法開発に関する研究,北條　隆,国立がん研究センター,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
慢性骨髄性白血病患者における第二世代チロシンキナーゼ阻害薬の中止後の無治療寛解の評価と最適化,松村　到,近畿大学,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
小児リンパ腫の標準的治療法の確立,小林　良二,北楡会札幌北楡病院,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
乳児急性リンパ性白血病に対する国際共同第Ⅲ相試験に向けた多施設共同臨床試験による新規治療戦略の確立研究,宮村　能子,大阪大学,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
「一過性骨髄異常増殖症（TAM）に対する化学療法および白血病発症予防法の確立を目指した第2相臨床試験」の開発,村松　秀城,名古屋大学,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
上部尿路癌術後の膀胱内再発予防における標準治療法の確立と予後予測マーカーの開発,荒井　陽一,宮城県立がんセンター,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
Stage Ⅰ/Ⅱ舌癌に対する予防的頸部郭清省略の意義を検証するための多施設共同臨床試験,花井　信広,愛知県がんセンター,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
びまん性大細胞型B細胞リンパ腫の難治性病型に対する治療研究：フォローアップ,山口　素子,三重大学,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
高齢者HER2 陽性進行乳癌に対するT-DM1 療法とペルツズマブ＋トラスツズマブ＋ドセタキセル療法のランダム化比較第Ⅲ相試験,田村　研治,国立がん研究センター,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
Borderline resectable膵癌に対する集学的治療法を用いた標準治療確立に関する研究,髙橋　進一郎,国立がん研究センター,2018-04-06 00:00:00,https://www.amed.go.jp/koubo/01/03/0103C_00189.html
臨床研究に参画する若手研究者等の貢献度評価とキャリア形成につながる臨床研究法公開データベースを活用した有効な評価手法の確立のための研究,真田 昌爾,大阪大学,2018-03-30 00:00:00,https://www.amed.go.jp/koubo/05/01/0501C_00016.html
