award_amount,award_amount_usd,country,created_date,currency,description,description_en,description_raw,end_date,end_year,funded_date,institutation,keyword,keyword_en,project_id,project_id_original,project_term,project_url,researcher,researcher_en,source,start_date,start_year,title,title_en,updated_date
69 920,,,,€,,,,,,,University of Tartu,,,,,,,Alison Ruth Kolosova;Art Leete,,,,,Inculturation and indigenous Orthodoxy: The cultural impact of Orthodox missionary work on the Finno-Ugrian peoples of the Volga-Kama region 1870-1920,,
69 920,,,,€,,,,,,,University of Tartu,,,,,,,John Clarke;Toomas Tammaru,,,,,250 million years of size and shape evolution in fishes: testing the role of biological and environmental factors in generating morphological diversity,,
69 920,,,,€,,,,,,,University of Tartu,,,,,,,Hanna Ilona Eerika M€kel€;Marina Griakova,,,,,Imagining the Inner Journey: Conversion and its Discontents in Film Narratives from the 1960€s to the 2010€s,,
75 800,,,,€,,,,,,,University of Tartu,,,,,,,Ashutosh Kumar Pandey;Hannes Kollist,,,,,Ozone sensitive mutants for studying signalling in guard cells,,
41 150,,,,€,,,,,,,University of Tartu,,,,,,,Dhanaji Pandit Bhopate;Asko Uri,,,,,Construction of protein binding-responsive photoluminescent carbon nanoparticles for cell and tissue imaging,,
75 800,,,,€,,,,,,,University of Tartu,,,,,,,Oscar Castro Garcia;Timo Maran,,,,,Biosemiotic approach to enactive minimal cognition,,
69 920,,,,€,,,,,,,Estonian Literary Museum,,,,,,,Saa Babi;Piret Voolaid,,,,,Tradition and Innovation: Short forms of folklore and contemporary cultural dialogues,,
75 800,,,,€,,,,,,,Estonian University of Life Sciences,,,,,,,Fabio Ercoli;Tiina N€ges,,,,,Allochthonous organic matter and invasive species effects on lake food webs under climate change scenarios,,
75 800,,,,€,,,,,,,National Institute of Chemical Physics and Biophysics (KBFI),,,,,,,Charlie Stark;T€nis Pehk,,,,,Femtosecond multi-photon spectroscopy of transition metal complexes,,
69 300,,,,€,,,,,,,,,,,,,,Jasper Adamson;Aleksander Rebane,,,,,Large Functional Resorcinarene Macrocycles,,
69 920,,,,€,,,,,,,University of Tallinn,,,,,,,Christian Ritter;Indrek Ibrus,,,,,Embracing virtual travel and gamification: the digital tourism industry in Tallinn,,
69 920,,,,€,,,,,,,University of Tallinn,,,,,,,Uku Lember;Karsten Br€ggemann,,,,,Queer life-world in late Soviet Estonia (1960-80s),,
75 800,,,,€,,,,,,,Tallinn University of Technology,,,,,,,Yan Liang;Olle Hints,,,,,"The emergence of chitinozoans on Baltica: diversification, biostratigraphy and biogeographic links during the Early and Middle Ordovician",,
75 800,,,,€,,,,,,,Tallinn University of Technology,,,,,,,Sofiya Aydinyan;Irina Hussainova,,,,,Combustion synthesized new materials for the additive manufacturing,,
75 800,,,,€,,,,,,,Tallinn University of Technology,,,,,,,Serhii Stepenko;Dmitri Vinnikov,,,,,"Research, Design and Implementation of Novel Power Quality Enhancement Techniques for Distributed Generation Systems",,
69 920,,,,€,,,,,,,Tallinn University of Technology,,,,,,,Tara Ghasempouri;Jaan Raik,,,,,Verification assertion mining and qualification methods for improving functional safety in computing systems,,
69 300,,,,€,,,,,,,University of Tartu,,,,,,,Lorena Simon Gracia;Tambet Teesalu,,,,,Polymeric nanoparticles for glioblastoma treatment,,
69 300,,,,€,,,,,,,University of Tartu,,,,,,,Sten Hansson;Triin Vihalemm,,,,,(Mis)communicating power: A framework for analysing modern government communication,,
75 800,,,,€,,,,,,,University of Tartu,,,,,,,Maili Jakobson;Sulev K€ks,,,,,Identification and characterization of WFS1 interactome: molecular insights into the Wolfram syndrome-associated diabetes and neurodegeneration,,
69 920,,,,€,,,,,,,University of Tartu,,,,,,,Silja-Riin Voolma;J€ri Allik,,,,,Reducing Estonian youth alcohol and tobacco consumption through health technology,,
75 800,,,,€,,,,,,,University of Tartu,,,,,,,Carlos Perez Carmona;Meelis P€rtel,,,,,Functional completeness of ecological communities: an integrated probabilistic framework linked to ecosystem stability,,
75 800,,,,€,,,,,,,University of Tartu,,,,,,,Gemma Carreras-Badosa;Ana Rebane,,,,,Formulation of cell-penetrating peptide-based microRNA nanoparticles to target dendritic cells and inflammation,,
75 800,,,,€,,,,,,,University of Tartu,,,,,,,Karin Sigrid Linnea Johansson;Hannes Kollist,,,,,Genetic regulation of plant€atmosphere interactions,,
75 800,,,,€,,,,,,,University of Tartu,,,,,,,Kiran Liversage;Jonne Kotta,,,,,Ecosystem shifts during escalating species invasions: an experimental synthesis of Baltic Sea dynamics,,
75 800,,,,€,,,,,,,University of Tartu,,,,,,,Anu Hynninen;Kalle Kirsim€e,,,,,Deciphering biotic and abiotic processes in weathering: influence of microbial interactions,,
75 800,,,,€,,,,,,,University of Tartu,,,,,,,Kaur Alasoo;Leopold Parts,,,,,Predicting the consequences of rare noncoding genetic variation,,
"40 852,50",,,,€,,,,,,,University of Tartu,,,,,,,Filip Jaro;Timo Maran,,,,,Social behavior of animals in a cognitive and environmental context: a biosemiotic perspective,,
"90 499,84",,,,€,,,,,,,Tartu University,,,,,,,Jaan P€rn,,,,,Global greenhouse gas balance of arable fields and grasslands on organic soils and gleysols,,
"90 499,84",,,,€,,,,,,,Tartu University,,,,,,,Kaire Toming,,,,,Interactions between lake biogeochemical properties and catchment characteristics based on the new earth observation satellites and high-frequency data.,,
"90 499,84",,,,€,,,,,,,Tartu University,,,,,,,Kaspar Valgepea,,,,,Systems-level quantification of CO2 capture using acetogen gas fermentation,,
"85 499,92",,,,€,,,,,,,Tartu University,,,,,,,Urmo V€sa,,,,,Fine-mapping causal genetic variants of complex traits by using large-scale eQTL data,,
"85 499,92",,,,€,,,,,,,Tartu University,,,,,,,Elmo Tempel,,,,,Integral field spectroscopy of galaxies in the cosmic environment,,
"90 499,84",,,,€,,,,,,,Tartu University,,,,,,,Aire Raidvee,,,,,Probabilistic intuition in human visual perception,,
"85 499,92",,,,€,,,,,,,Tartu University,,,,,,,Uku Vainik,,,,,Obesity€s behavioural similarities with addictions and mental health conditions,,
"90 499,84",,,,€,,,,,,,Tartu University,,,,,,,Kadri Koorem,,,,,"Interactive effects of land-use related disturbances on the community composition, function and stability of AM fungal communities",,
"90 499,84",,,,€,,,,,,,Tallinn University of Technology,,,,,,,Ott Scheler,,,,,Droplet microfluidic platform for studying aspects of population heterogeneity in bacteria at single cell level,,
"90 499,84",,,,€,,,,,,,Tallinn University of Technology,,,,,,,Anti Rohumaa,,,,,Designed systems for wood-adhesive interaction and performance,,
"85 499,92",,,,€,,,,,,,Tallinn University of Technology,,,,,,,Martin Thalfeldt,,,,,Climate impact on the energy balance and cost-optimal design solutions of office buildings in Europe,,
"84 999,84",,,,€,,,,,,,Tallinn University of Technology,,,,,,,Siim Link,,,,,Investigation of ash chemistry of the melting process of ashes of biomasses and their blends,,
"90 499,84",,,,€,,,,,,,Estonian University of Life Sciences,,,,,,,Indrek Melts,,,,,Multifunctional semi-natural communities contribute to sustainable and resilient future,,
"90 499,84",,,,€,,,,,,,National Institute of Chemical Physics and Biophysics,,,,,,,Meelis-Mait Sildoja,,,,,Nonlinear-optical metrology,,
"14 427,50",,,,€,,,,,,,Tartu University,,,,,,,Ago-Erik Riet,,,,,Mathematical foundations of codes over permutations with applications to flash memories,,
75 800,,,,€,,,,,,,Tartu University,,,,,,,Andero Uusberg,,,,,Expectancy-value approach to task engagement,,
75 800,,,,€,,,,,,,Tartu University,,,,,,,Indrek Must,,,,,Electrotextured textiles for soft robotics,,
75 800,,,,€,,,,,,,Tartu University,,,,,,,Inga J€riado,,,,,"Species delimitation, ecological specification and patterns of specificity among symbiotic partners of cyanolichens",,
69 920,,,,€,,,,,,,Tartu University,,,,,,,Katrin Uba,,,,,"Showing discontent? Electoral protests and protest mobilization in Estonia, 1991 to present",,
75 800,,,,€,,,,,,,Tartu University,,,,,,,Liis Siinor,,,,,Extraction and separation of rare earth elements from Estonian phosphorite using ionic liquids,,
75 800,,,,€,,,,,,,Tartu University,,,,,,,Oliver Meikar,,,,,Transgenerational epigenetic inheritance in male mouse germ line,,
41 150,,,,€,,,,,,,Tartu University,,,,,,,Piret Villo,,,,,"Metal-free Arylations of thioamides, and enrichment of platform molecules from biomass by ,,green€€ hypervalent iodine regents € diaryliodonium salts",,
38 210,,,,€,,,,,,,Tartu University,,,,,,,Riin Tamme,,,,,Functional diversity-area relationship: disentangling the roles of dispersal and niche limitation in plant communities,,
75 800,,,,€,,,,,,,Tartu University,,,,,,,Katrin Vaino,,,,,Exploring factors determining gymnasium students€ technology and engineering-related career orientations,,
75 800,,,,€,,,,,,,Tallinn University of Technology,,,,,,,Madis Ratassepp,,,,,Guided wave tomography for structural health monitoring of composite materials,,
75 800,,,,€,,,,,,,National Institute of Chemical Physics and Biophysics,,,,,,,Indrek Reile,,,,,Profiling phosphometabolomic pathways in colorectal cancer by 18O isotope effect assisted 31P NMR spectroscopy,,
41 150,,,,€,,,,,,,Estonian University of Life Sciences,,,,,,,Mihkel Kiviste,,,,,Evaluation of impacts of renovation on the durability and indoor environmental quality of multy-apartment buildings in Tartu region,,
38 210,,,,€,,,,,,,Tallinn University of Technology,,,,,,,Aleksei Netunajev,,,,,Testing Economic Restrictions in Heteroskedastic Structural Vector Autoregressions,,
41 150,,,,€,,,,,,,Tallinn University of Technology,,,,,,,Toomas Vaimann,,,,,Deployment of Digitalization in Operation and Condition Monitoring of Energy Conversion Systems,,
41 150,,,,€,,,,,,,Tallinn University of Technology,,,,,,,Valle Raidla,,,,,The origin and fate of radionuclides in the Cambrian-Vendian aquifer system in Estonia,,
34 650,,,,€,,,,,,,Tallinn University of Technology,,,,,,,Juri Mihhailov,,,,,Power management in highly efficient and reliable distributed energy harvesting systems in mobile applications,,
38 210,,,,€,,,,,,,Tallinn University of Technology,,,,,,,Juri Belikov,,,,,Modeling and low-complexity analysis of large scale power networks,,
38 210,,,,€,,,,,,,University of Tallinn,,,,,,,Liisi Keedus,,,,,Between the Times€: Embattled Temporalities and Political Imagination in Interwar Europe,,
38 210,,,,€,,,,,,,University of Tallinn,,,,,,,Mariann M€rtsin,,,,,"Strong and capable families? Combining work, family and personal life in families with preschool aged children",,
38 210,,,,€,,,,,,,University of Tallinn,,,,,,,9.Erle Rikmann,,,,,Digital Transnationalism and Social Media: the Processes of Identification of Young Russian-speakers in Estonia and Finland,,
41 150,,,,€,,,,,,,University of Tartu,,,,,,,Kaija P€hako-Esko,,,,,Developmnt of biocompatible ionic electromechanically active polymer actuator,,
41 150,,,,€,,,,,,,University of Tartu,,,,,,,Kersti J€€ger,,,,,Control of stem cell pluripotency by cell cycle phosphorylation switches,,
41 150,,,,€,,,,,,,University of Tartu,,,,,,,Edyta Kalinska,,,,,Time-transport-storminess € an experimental geological study of coastal system,,
41 150,,,,€,,,,,,,University of Tartu,,,,,,,Kristina Sohar,,,,,Climate change from Abies tree rings in the NW Himalayas,,
41 150,,,,€,,,,,,,University of Tartu,,,,,,,Kadri Sohar,,,,,Baltic Late-Pleistocene and Holocene temperature models from the Mutual Ostracod Temperature Range method,,
41 150,,,,€,,,,,,,University of Tartu,,,,,,,Pirko T€ugu,,,,,Effect of Instructions on Children€s Learning and Exploration in a Family Science Center,,
41 150,,,,€,,,,,,,University of Tartu,,,,,,,Arto Pulk,,,,,Memory formation through translation regulation of RNA-granules in Human neurons,,
41 150,,,,€,,,,,,,University of Tartu,,,,,,,Karl Kruusam€e,,,,,Predicting contact task strategy for human-robot physical interaction based on the pose and motion of human hands,,
797 650,,,,€,,,,,,,University of Tallinn,,,,,,,Pia Tikka,,,,,Enactive co-presence in narrative virtual reality € a triadic interaction model,,
"903 601,5",,,,€,,,,,,,Tallinn University of Technology,,,,,,,Tiit Lukk,,,,,The role of actinomycete metalloproteins in lignin depolymerization and soil chemistry,,
"903 614,4",,,,€,,,,,,,Tallinn University of Technology,,,,,,,Kevin E. Parnell,,,,,Coastal processes and coastal management in a changing climate,,
"900 487,1",,,,€,,,,,,,University of Tartu,,,,,,,Sherif Aly Ahmed Sakr,,,,,Holistic Big Data Analytics-as-a-Service Framework,,
903 600,,,,€,,,,,,,University of Tartu,,,,,,,Li Tian,,,,,Unravelling mind-immune connection for mental disorders,,
903 575,,,,€,,,,,,,National Institute of Chemical Physics and Biophysics (KBFI),,,,,,,Abdelhak Djouadi,,,,,Probing the Higgs sector at the LHC and beyond,,
512 660,,,,€,,,,,,,University of Tartu,,,,,,,Bryan Reed Stewart Frances,,,,,Expertise and Fundamental Controversy in Philosophy and Science,,
903 000,,,,€,,,,,,,National Institute of Chemical Physics and Biophysics (KBFI),,,,,,,Jonathan R. Ellis,,,,,Beyond the Standard Model of Particle Physics,,
903 530.25,,,,€,,,,,,,University of Tartu,,,,,,,Heikki Junninen,,,,,Chemical composition and interactions in atmosphere: from gases to aerosols and climate change,,
"888 737,30",,,,€,,,,,,,University of Tartu,,,,,,,Patric Jannasch,,,,,Bio-based chemicals and plastics from ligno-cellulosic feedstocks,,
900 300,,,,€,,,,,,,Estonian University of Life Sciences,,,,,,,Daniel Herlemann,,,,,Ecophysiological mechanisms characterizing the fresh- and brackish microbiota,,
687 850,,,,€,,,,,,,Estonian Biocentre,,,,,,,Luca Pagani,,,,,Unravelling the Estonian genome: the whole is greater than the sum of its parts,,
903 110,,,,€,,,,,,,University of Tartu,,,,,,,Denis Kainov,,,,,Towards better diagnostics and treatment of severe influenza infections,,
